GenBank Account #, Molecule Type, Molecule Length, Tax ID, Organism Name, Taxonomy
AE017220.1, Chromosome, 4755700, 321314, Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67 (enterobacteria), Salmonella enterica subsp. enterica serovar Choleraesuis; Salmonella enterica subsp. enterica; Salmonella enterica; Salmonella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AY509004.1, Plasmid, 138742, 321314, Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67 (enterobacteria), Salmonella enterica subsp. enterica serovar Choleraesuis; Salmonella enterica subsp. enterica; Salmonella enterica; Salmonella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AY509003.1, Plasmid, 49558, 321314, Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67 (enterobacteria), Salmonella enterica subsp. enterica serovar Choleraesuis; Salmonella enterica subsp. enterica; Salmonella enterica; Salmonella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AE017221.1, Chromosome, 1894877, 262724, Thermus thermophilus HB27 (bacteria), Thermus thermophilus; Thermus; Thermaceae; Thermales; Deinococci; Deinococcus-Thermus; Terrabacteria group; Bacteria; cellular organisms
AE017222.1, Plasmid, 232605, 262724, Thermus thermophilus HB27 (bacteria), Thermus thermophilus; Thermus; Thermaceae; Thermales; Deinococci; Deinococcus-Thermus; Terrabacteria group; Bacteria; cellular organisms
AE017223.1, Chromosome, 2124241, 262698, Brucella abortus bv. 1 str. 9-941 (a-proteobacteria), Brucella abortus bv. 1; Brucella abortus; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AE017224.1, Chromosome, 1162204, 262698, Brucella abortus bv. 1 str. 9-941 (a-proteobacteria), Brucella abortus bv. 1; Brucella abortus; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AE017225.1, Chromosome, 5228663, 260799, Bacillus anthracis str. Sterne (firmicutes), Bacillus anthracis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AE017226.1, Chromosome, 2843201, 243275, Treponema denticola ATCC 35405 (spirochetes), Treponema denticola; Treponema; Spirochaetaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE017243.1, Chromosome, 897405, 262719, Mycoplasma hyopneumoniae J (mycoplasmas), Mycoplasma hyopneumoniae; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
AE017244.1, Chromosome, 920079, 262722, Mycoplasma hyopneumoniae 7448 (mycoplasmas), Mycoplasma hyopneumoniae; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
AE017245.1, Chromosome, 799476, 262723, Mycoplasma synoviae 53 (mycoplasmas), Mycoplasma synoviae; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
AE017262.2, Chromosome, 2905187, 265669, Listeria monocytogenes serotype 4b str. F2365 (firmicutes), Listeria monocytogenes; Listeria; Listeriaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AE017263.1, Chromosome, 793224, 265311, Mesoplasma florum L1 (mycoplasmas), Mesoplasma florum; Mesoplasma; Entomoplasmataceae; Entomoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
AE017282.2, Chromosome, 3304561, 243233, Methylococcus capsulatus str. Bath (g-proteobacteria), Methylococcus capsulatus; Methylococcus; Methylococcaceae; Methylococcales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AE017283.1, Chromosome, 2560265, 267747, Propionibacterium acnes KPA171202 (high GC Gram+), Cutibacterium acnes; Cutibacterium; Propionibacteriaceae; Propionibacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
AE017308.1, Chromosome, 777079, 267748, Mycoplasma mobile 163K (mycoplasmas), Mycoplasma mobile; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
AE017321.1, Chromosome, 1080084, 292805, Wolbachia endosymbiont strain TRS of Brugia malayi (a-proteobacteria), Wolbachia endosymbiont of Brugia malayi; Wolbachia; Wolbachieae; Anaplasmataceae; Rickettsiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AE017332.1, Chromosome, 892758, 295358, Mycoplasma hyopneumoniae 232 (mycoplasmas), Mycoplasma hyopneumoniae; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
AE017333.1, Chromosome, 4222645, 279010, Bacillus licheniformis DSM 13 = ATCC 14580 (firmicutes), Bacillus licheniformis; Bacillus subtilis group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AE017334.2, Chromosome, 5227419, 261594, Bacillus anthracis str. 'Ames Ancestor' (firmicutes), Bacillus anthracis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AE017336.2, Plasmid, 181677, 261594, Bacillus anthracis str. 'Ames Ancestor' (firmicutes), Bacillus anthracis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AE017335.3, Plasmid, 94830, 261594, Bacillus anthracis str. 'Ames Ancestor' (firmicutes), Bacillus anthracis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AE017340.1, Chromosome, 2839318, 283942, Idiomarina loihiensis L2TR (g-proteobacteria), Idiomarina loihiensis; Idiomarina; Idiomarinaceae; Alteromonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AE017354.1, Chromosome, 3397754, 272624, Legionella pneumophila subsp. pneumophila str. Philadelphia 1 (g-proteobacteria), Legionella pneumophila subsp. pneumophila; Legionella pneumophila; Legionella; Legionellaceae; Legionellales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AE017355.1, Chromosome, 5237682, 281309, [Bacillus thuringiensis] serovar konkukian str. 97-27 (firmicutes), [Bacillus thuringiensis] serovar konkukian; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP000047.1, Plasmid, 77112, 281309, [Bacillus thuringiensis] serovar konkukian str. 97-27 (firmicutes), [Bacillus thuringiensis] serovar konkukian; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AE000511.1, Chromosome, 1667867, 85962, Helicobacter pylori 26695 (e-proteobacteria), Helicobacter pylori; Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
AE000512.1, Chromosome, 1860725, 243274, Thermotoga maritima MSB8 (thermotogales), Thermotoga maritima; Thermotoga; Thermotogaceae; Thermotogales; Thermotogae; Thermotogae; Bacteria; cellular organisms
AE000513.1, Chromosome, 2648638, 243230, Deinococcus radiodurans R1 (bacteria), Deinococcus radiodurans; Deinococcus; Deinococcaceae; Deinococcales; Deinococci; Deinococcus-Thermus; Terrabacteria group; Bacteria; cellular organisms
AE001825.1, Chromosome, 412348, 243230, Deinococcus radiodurans R1 (bacteria), Deinococcus radiodurans; Deinococcus; Deinococcaceae; Deinococcales; Deinococci; Deinococcus-Thermus; Terrabacteria group; Bacteria; cellular organisms
AE001827.1, Plasmid, 45704, 243230, Deinococcus radiodurans R1 (bacteria), Deinococcus radiodurans; Deinococcus; Deinococcaceae; Deinococcales; Deinococci; Deinococcus-Thermus; Terrabacteria group; Bacteria; cellular organisms
AE001826.1, Plasmid, 177466, 243230, Deinococcus radiodurans R1 (bacteria), Deinococcus radiodurans; Deinococcus; Deinococcaceae; Deinococcales; Deinococci; Deinococcus-Thermus; Terrabacteria group; Bacteria; cellular organisms
AE000516.2, Chromosome, 4403837, 83331, Mycobacterium tuberculosis CDC1551 (high GC Gram+), Mycobacterium tuberculosis; Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
AE000520.1, Chromosome, 1138011, 243276, Treponema pallidum subsp. pallidum str. Nichols (spirochetes), Treponema pallidum subsp. pallidum; Treponema pallidum; Treponema; Spirochaetaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000657.1, Chromosome, 1551335, 224324, Aquifex aeolicus VF5 (aquificales), Aquifex aeolicus; Aquifex; Aquificaceae; Aquificales; Aquificae; Aquificae; Bacteria; cellular organisms
AE000667.1, Plasmid, 39456, 224324, Aquifex aeolicus VF5 (aquificales), Aquifex aeolicus; Aquifex; Aquificaceae; Aquificales; Aquificae; Aquificae; Bacteria; cellular organisms
AE000783.1, Chromosome, 910724, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000792.1, Plasmid, 26498, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE001575.1, Plasmid, 30750, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE001576.1, Plasmid, 30223, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE001577.1, Plasmid, 30299, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE001578.1, Plasmid, 29838, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE001579.1, Plasmid, 30800, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE001580.1, Plasmid, 30885, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE001581.1, Plasmid, 30651, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000791.1, Plasmid, 9386, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000793.2, Plasmid, 16821, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE001582.2, Plasmid, 18777, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000785.1, Plasmid, 24177, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000794.2, Plasmid, 28155, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000786.1, Plasmid, 29766, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000784.1, Plasmid, 28601, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000789.1, Plasmid, 27323, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000788.1, Plasmid, 36849, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000787.1, Plasmid, 38829, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE001583.1, Plasmid, 5228, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE000790.2, Plasmid, 53657, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE001584.1, Plasmid, 52971, 224326, Borrelia burgdorferi B31 (Lyme disease spirochete), Borreliella burgdorferi; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
AE001273.1, Chromosome, 1042519, 272561, Chlamydia trachomatis D/UW-3/CX (chlamydias), Chlamydia trachomatis; Chlamydia; Chlamydia/Chlamydophila group; Chlamydiaceae; Chlamydiales; Chlamydiia; Chlamydiae; PVC group; Bacteria; cellular organisms
AE001363.1, Chromosome, 1230230, 115713, Chlamydophila pneumoniae CWL029 (chlamydias), Chlamydia pneumoniae; Chlamydia; Chlamydia/Chlamydophila group; Chlamydiaceae; Chlamydiales; Chlamydiia; Chlamydiae; PVC group; Bacteria; cellular organisms
AE001437.1, Chromosome, 3940880, 272562, Clostridium acetobutylicum ATCC 824 (firmicutes), Clostridium acetobutylicum; Clostridium; Clostridiaceae; Clostridiales; Clostridia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AE001438.3, Plasmid, 192000, 272562, Clostridium acetobutylicum ATCC 824 (firmicutes), Clostridium acetobutylicum; Clostridium; Clostridiaceae; Clostridiales; Clostridia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AE001439.1, Chromosome, 1643831, 85963, Helicobacter pylori J99 (e-proteobacteria), Helicobacter pylori; Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
AE002098.2, Chromosome, 2272360, 122586, Neisseria meningitidis MC58 (b-proteobacteria), Neisseria meningitidis serogroup B; Neisseria meningitidis; Neisseria; Neisseriaceae; Neisseriales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
BA000007.2, Chromosome, 5498450, 386585, Escherichia coli O157:H7 str. Sakai (E. coli), Escherichia coli O157:H7; Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AB011549.2, Plasmid, 92721, 386585, Escherichia coli O157:H7 str. Sakai (E. coli), Escherichia coli O157:H7; Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AB011548.2, Plasmid, 3306, 386585, Escherichia coli O157:H7 str. Sakai (E. coli), Escherichia coli O157:H7; Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
BA000021.3, Chromosome, 697724, 36870, Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis (enterobacteria), Wigglesworthia glossinidia; Wigglesworthia; Erwiniaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AB063523.1, Plasmid, 5280, 36870, Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis (enterobacteria), Wigglesworthia glossinidia; Wigglesworthia; Erwiniaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP000233.1, Chromosome, 1827111, 362948, Lactobacillus salivarius UCC118 (firmicutes), Lactobacillus salivarius; Lactobacillus; Lactobacillaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP000234.1, Plasmid, 242436, 362948, Lactobacillus salivarius UCC118 (firmicutes), Lactobacillus salivarius; Lactobacillus; Lactobacillaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AF488831.1, Plasmid, 20417, 362948, Lactobacillus salivarius UCC118 (firmicutes), Lactobacillus salivarius; Lactobacillus; Lactobacillaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AF488832.1, Plasmid, 44013, 362948, Lactobacillus salivarius UCC118 (firmicutes), Lactobacillus salivarius; Lactobacillus; Lactobacillaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP000605.1, Chromosome, 2375792, 205913, Bifidobacterium longum DJO10A (high GC Gram+), Bifidobacterium longum; Bifidobacterium; Bifidobacteriaceae; Bifidobacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
AF538868.1, Plasmid, 10073, 205913, Bifidobacterium longum DJO10A (high GC Gram+), Bifidobacterium longum; Bifidobacterium; Bifidobacteriaceae; Bifidobacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
AF538869.1, Plasmid, 3661, 205913, Bifidobacterium longum DJO10A (high GC Gram+), Bifidobacterium longum; Bifidobacterium; Bifidobacteriaceae; Bifidobacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
